,slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,year,min_year,exp,player,allstar,salary
1255,hillge01,George Hill,POINT_GUARD,26,INDIANA_PACERS,76,2620,16.6,0.558,0.405,0.245,2.0,9.9,6.0,23.4,1.6,0.7,10.7,18.8,5.9,3.8,9.7,0.177,2.8,0.3,3.1,3.4,2013,2009,4,0,0,8000000.0
1256,hillge01,George Hill,POWER_FORWARD,27,MEMPHIS_GRIZZLIES,76,2434,13.4,0.563,0.422,0.286,2.6,10.1,6.5,17.2,1.6,0.7,11.7,14.8,3.8,4.0,7.8,0.154,1.0,1.4,2.4,2.7,2014,2009,5,0,0,8000000.0
1257,hillge01,George Hill,POWER_FORWARD,28,NEW_JERSEY_NETS,43,1267,21.5,0.579,0.361,0.267,2.2,13.3,7.8,31.4,1.8,0.9,10.3,23.8,3.7,1.6,5.4,0.203,5.4,0.2,5.6,2.4,2015,2009,6,0,0,8000000.0
1258,hillge01,George Hill,SHOOTING_GUARD,29,OKLAHOMA_CITY_THUNDER,74,2524,13.2,0.555,0.425,0.203,2.5,10.3,6.5,15.5,1.6,0.5,11.1,15.8,3.4,2.8,6.2,0.118,1.1,0.5,1.5,2.2,2016,2009,7,0,0,8000000.0
1259,hillge01,George Hill,SMALL_FORWARD,30,PORTLAND_TRAIL_BLAZERS,49,1544,19.3,0.599,0.384,0.323,1.8,10.5,6.2,22.8,1.7,0.6,10.9,23.5,4.0,1.9,5.9,0.182,3.9,-0.2,3.6,2.2,2017,2009,8,0,0,8000000.0
1260,hillge01,George Hill,SMALL_FORWARD,31,TORONTO_RAPTORS,43,1143,14.0,0.597,0.393,0.304,2.1,9.9,5.8,15.5,1.7,1.0,14.0,16.9,1.6,0.6,2.1,0.09,0.4,-1.0,-0.6,0.4,2018,2009,9,0,0,20000000.0
1261,hillge01,George Hill,SMALL_FORWARD,31,TORONTO_RAPTORS,24,669,12.2,0.551,0.412,0.219,3.4,7.3,5.4,14.0,1.6,1.9,12.0,15.4,0.8,0.3,1.1,0.077,0.0,-0.6,-0.6,0.2,2018,2009,9,0,0,20000000.0
1262,hillgr01,Grant Hill*,CENTER,37,BOSTON_CELTICS,81,2430,14.0,0.561,0.114,0.357,3.6,16.3,10.3,11.2,1.2,1.0,11.7,16.8,3.7,1.8,5.5,0.109,0.3,0.9,1.1,1.9,2010,2009,1,0,0,3000000.0
1263,hillgr01,Grant Hill*,CENTER,38,CLEVELAND_CAVALIERS,80,2409,14.7,0.563,0.138,0.312,3.7,12.5,8.1,13.0,1.4,1.1,12.5,20.1,3.1,1.3,4.4,0.087,0.3,0.2,0.5,1.5,2011,2009,2,0,0,3324000.0
1264,hillgr01,Grant Hill*,POINT_GUARD,39,DETROIT_PISTONS,49,1378,12.3,0.5,0.118,0.242,2.4,11.5,7.0,12.1,1.5,1.5,11.5,18.6,0.6,0.9,1.6,0.055,-1.2,0.7,-0.5,0.5,2012,2009,3,0,0,6500000.0
1265,hillgr01,Grant Hill*,POINT_GUARD,40,INDIANA_PACERS,29,437,4.8,0.428,0.112,0.245,1.7,11.5,6.7,8.3,1.3,1.3,18.7,14.0,-0.5,0.4,-0.1,-0.014,-5.5,0.2,-5.3,-0.4,2013,2009,4,0,0,1975000.0
1266,hilljo01,Jordan Hill,CENTER,22,BOSTON_CELTICS,24,252,14.0,0.479,0.022,0.228,14.2,13.3,13.8,4.5,2.0,2.7,10.6,20.3,0.1,0.2,0.3,0.059,-3.2,-1.2,-4.4,-0.2,2010,2009,1,0,0,2483280.0
1267,hilljo01,Jordan Hill,CENTER,22,BOSTON_CELTICS,23,372,15.7,0.567,0.0,0.431,13.1,22.4,17.6,5.6,0.5,2.3,12.2,17.6,0.6,0.4,1.0,0.135,-1.7,-0.5,-2.2,0.0,2010,2009,1,0,0,2483280.0
1268,hilljo01,Jordan Hill,CENTER,23,CLEVELAND_CAVALIERS,72,1125,13.0,0.521,0.006,0.241,12.9,18.0,15.4,4.0,0.6,3.2,13.7,17.7,0.8,1.0,1.8,0.079,-2.8,-0.6,-3.4,-0.4,2011,2009,2,0,0,2669520.0
1269,hilljo01,Jordan Hill,POINT_GUARD,24,DETROIT_PISTONS,32,469,15.1,0.529,0.022,0.289,11.5,27.0,19.2,4.7,1.0,3.4,13.6,17.1,0.5,0.7,1.1,0.118,-2.8,0.6,-2.3,0.0,2012,2009,3,0,0,2855760.0
1270,hilljo01,Jordan Hill,POINT_GUARD,24,DETROIT_PISTONS,7,82,19.3,0.492,0.0,0.267,20.0,22.1,21.1,4.2,3.2,5.3,17.3,22.6,0.0,0.2,0.2,0.12,-2.7,1.9,-0.8,0.0,2012,2009,3,0,0,2855760.0
1271,hilljo01,Jordan Hill,POINT_GUARD,25,INDIANA_PACERS,29,458,18.5,0.533,0.013,0.394,20.3,19.7,20.0,4.7,0.9,3.0,12.5,20.2,0.9,0.5,1.4,0.147,-0.7,-0.9,-1.6,0.0,2013,2009,4,0,0,3632527.0
1272,hilljo01,Jordan Hill,POWER_FORWARD,26,MEMPHIS_GRIZZLIES,72,1500,19.3,0.579,0.002,0.347,13.8,24.3,19.0,5.9,0.9,3.1,11.1,19.7,3.1,1.3,4.4,0.141,-0.5,-0.2,-0.7,0.5,2014,2009,5,0,0,3563600.0
1273,hilljo01,Jordan Hill,POWER_FORWARD,27,NEW_JERSEY_NETS,70,1874,16.2,0.494,0.014,0.216,9.9,23.4,16.4,9.5,0.9,2.3,11.1,22.7,1.1,1.1,2.2,0.055,-2.0,-0.6,-2.6,-0.3,2015,2009,6,0,0,9000000.0
1274,hilljo01,Jordan Hill,SHOOTING_GUARD,28,OKLAHOMA_CITY_THUNDER,73,1513,16.4,0.534,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2.0,13.2,20.3,1.6,2.3,3.9,0.124,-1.7,0.9,-0.7,0.5,2016,2009,7,0,0,4000000.0
1275,hilljo01,Jordan Hill,SMALL_FORWARD,29,PORTLAND_TRAIL_BLAZERS,7,47,5.5,0.432,0.0,0.154,19.6,15.1,17.4,0.0,1.1,0.0,22.4,16.8,-0.1,0.0,0.0,-0.033,-6.7,-6.2,-12.9,-0.1,2017,2009,8,0,0,3911380.0
1276,hinriki01,Kirk Hinrich,CENTER,29,BOSTON_CELTICS,74,2481,11.6,0.501,0.372,0.15,1.1,10.4,5.8,20.5,1.8,0.7,12.3,16.6,1.2,2.8,4.0,0.077,-0.3,0.3,0.0,1.2,2010,2009,1,0,0,9500000.0
1277,hinriki01,Kirk Hinrich,CENTER,30,CLEVELAND_CAVALIERS,48,1471,13.5,0.548,0.256,0.24,1.0,9.3,5.0,22.7,1.9,0.5,14.8,17.1,1.7,0.6,2.3,0.076,0.2,-1.4,-1.2,0.3,2011,2009,2,0,0,9000000.0
1278,hinriki01,Kirk Hinrich,CENTER,30,CLEVELAND_CAVALIERS,24,686,9.8,0.53,0.411,0.114,1.2,8.0,4.7,17.9,1.5,0.8,16.0,16.0,0.2,0.5,0.7,0.05,-1.2,-0.9,-2.0,0.0,2011,2009,2,0,0,9000000.0
1279,hinriki01,Kirk Hinrich,POINT_GUARD,31,DETROIT_PISTONS,48,1237,9.2,0.511,0.461,0.108,1.1,8.5,4.8,16.3,1.6,0.7,15.8,13.9,0.4,1.4,1.8,0.069,-1.4,-0.1,-1.4,0.2,2012,2009,3,0,0,8100000.0
1280,hinriki01,Kirk Hinrich,POINT_GUARD,32,INDIANA_PACERS,60,1764,10.8,0.493,0.431,0.232,1.0,9.3,5.1,27.5,1.9,1.1,17.5,14.7,1.0,2.1,3.1,0.085,-1.1,-0.2,-1.2,0.3,2013,2009,4,0,0,3941000.0
1281,hinriki01,Kirk Hinrich,POWER_FORWARD,33,MEMPHIS_GRIZZLIES,73,2116,10.8,0.494,0.391,0.202,1.7,8.5,5.2,22.6,2.0,1.0,15.1,17.3,0.4,3.3,3.8,0.085,-1.3,0.5,-0.8,0.6,2014,2009,5,0,0,4059000.0
1282,hinriki01,Kirk Hinrich,POWER_FORWARD,34,NEW_JERSEY_NETS,66,1610,6.8,0.468,0.441,0.131,1.4,6.6,4.1,13.8,1.5,0.6,15.3,13.3,-0.3,1.3,1.0,0.03,-2.3,-0.6,-2.8,-0.3,2015,2009,6,0,0,2730000.0
1283,hinriki01,Kirk Hinrich,SHOOTING_GUARD,35,OKLAHOMA_CITY_THUNDER,35,555,7.3,0.528,0.475,0.136,1.4,9.5,5.5,15.0,1.2,0.1,17.8,12.0,0.2,0.4,0.6,0.048,-2.2,-1.3,-3.5,-0.2,2016,2009,7,0,0,2870000.0
1284,hinriki01,Kirk Hinrich,SHOOTING_GUARD,35,OKLAHOMA_CITY_THUNDER,11,76,6.2,0.227,0.545,0.0,1.5,15.4,8.6,23.8,1.3,1.0,21.4,8.2,-0.1,0.1,0.0,0.019,-6.6,0.9,-5.7,-0.1,2016,2009,7,0,0,2870000.0
1285,holidjr01,Jrue Holiday,CENTER,19,BOSTON_CELTICS,73,1767,12.3,0.526,0.306,0.165,3.7,9.1,6.4,24.4,2.3,0.8,21.9,18.4,0.2,1.0,1.2,0.032,-0.8,-1.0,-1.8,0.1,2010,2009,1,0,0,1514280.0
1286,holidjr01,Jrue Holiday,CENTER,20,CLEVELAND_CAVALIERS,82,2901,15.4,0.525,0.222,0.209,2.7,10.5,6.6,29.0,2.2,0.8,16.7,20.8,2.2,3.5,5.7,0.094,0.8,0.6,1.4,2.5,2011,2009,2,0,0,1627920.0
1287,holidjr01,Jrue Holiday,POINT_GUARD,21,DETROIT_PISTONS,65,2196,14.7,0.496,0.205,0.144,2.9,7.9,5.4,21.6,2.5,0.6,13.2,21.8,0.9,3.3,4.2,0.092,0.2,0.6,0.9,1.6,2012,2009,3,0,0,1741440.0
1288,holidjr01,Jrue Holiday,POINT_GUARD,22,INDIANA_PACERS,78,2926,16.7,0.496,0.192,0.188,3.3,9.5,6.4,36.5,2.2,0.9,17.3,26.6,0.6,2.7,3.3,0.055,1.0,-0.4,0.6,1.9,2013,2009,4,Jrue Holiday,1,2674852.0
1289,holidjr01,Jrue Holiday,POWER_FORWARD,23,MEMPHIS_GRIZZLIES,34,1143,17.1,0.505,0.17,0.139,2.8,11.8,7.2,38.9,2.6,0.9,17.9,23.3,0.8,0.7,1.5,0.064,1.5,-0.8,0.7,0.8,2014,2009,5,0,0,9213484.0
1290,holidjr01,Jrue Holiday,POWER_FORWARD,24,NEW_JERSEY_NETS,40,1303,18.8,0.522,0.253,0.142,2.8,9.0,5.9,34.9,2.5,1.3,13.8,23.1,2.3,1.1,3.4,0.124,3.0,-0.7,2.3,1.4,2015,2009,6,0,0,9904495.0
1291,holidjr01,Jrue Holiday,SHOOTING_GUARD,25,OKLAHOMA_CITY_THUNDER,65,1831,19.7,0.529,0.277,0.231,1.6,10.5,5.9,37.3,2.4,1.0,14.0,28.9,2.2,1.2,3.4,0.089,3.1,-1.3,1.7,1.7,2016,2009,7,0,0,10595507.0
1292,holidjr01,Jrue Holiday,SMALL_FORWARD,26,PORTLAND_TRAIL_BLAZERS,67,2190,17.1,0.532,0.315,0.188,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,1.3,2.6,3.8,0.084,1.2,0.5,1.7,2.0,2017,2009,8,0,0,11286518.0
1293,holidjr01,Jrue Holiday,SMALL_FORWARD,27,TORONTO_RAPTORS,81,2927,17.8,0.57,0.286,0.191,2.4,10.8,6.8,24.9,2.0,1.7,13.6,23.1,4.2,2.9,7.1,0.116,1.8,0.3,2.1,3.0,2018,2009,9,0,0,25686667.0
1294,holliry01,Ryan Hollins,CENTER,25,BOSTON_CELTICS,73,1223,11.0,0.6,0.003,0.521,7.1,11.9,9.5,6.4,0.8,2.3,20.3,16.6,0.8,0.5,1.2,0.048,-2.6,-0.7,-3.3,-0.4,2010,2009,1,0,0,2183333.0
1295,holliry01,Ryan Hollins,CENTER,26,CLEVELAND_CAVALIERS,70,1182,10.7,0.642,0.0,0.744,6.6,11.6,9.0,3.6,1.0,2.7,18.7,13.7,1.3,0.5,1.8,0.072,-2.5,-0.2,-2.7,-0.2,2011,2009,2,0,0,2333333.0
1296,holliry01,Ryan Hollins,POINT_GUARD,27,DETROIT_PISTONS,24,362,7.0,0.555,0.0,0.982,7.6,10.1,8.8,2.6,0.6,2.5,23.0,12.9,0.0,0.1,0.1,0.013,-4.4,-0.9,-5.4,-0.3,2012,2009,3,0,0,2483333.0
1297,holliry01,Ryan Hollins,POINT_GUARD,27,DETROIT_PISTONS,15,160,6.8,0.571,0.0,0.714,7.0,12.0,9.6,3.0,0.3,2.4,23.0,14.3,-0.1,0.2,0.1,0.044,-5.0,0.3,-4.7,-0.1,2012,2009,3,0,0,2483333.0
1298,holliry01,Ryan Hollins,POINT_GUARD,28,INDIANA_PACERS,60,663,11.3,0.674,0.0,0.772,9.1,15.7,12.5,2.4,0.5,4.3,22.4,13.6,1.0,0.8,1.7,0.125,-2.2,0.3,-1.9,0.0,2013,2009,4,0,0,1069509.0
1299,holliry01,Ryan Hollins,POWER_FORWARD,29,MEMPHIS_GRIZZLIES,61,482,11.9,0.73,0.0,0.778,7.4,13.1,10.4,2.4,0.9,4.9,23.1,11.5,0.7,0.6,1.3,0.126,-2.0,1.7,-0.3,0.2,2014,2009,5,0,0,1186459.0
1300,holliry01,Ryan Hollins,POWER_FORWARD,30,NEW_JERSEY_NETS,46,441,13.1,0.648,0.0,0.659,9.6,16.6,13.2,5.0,0.7,3.4,19.1,13.1,0.7,0.3,1.0,0.104,-1.4,0.0,-1.4,0.1,2015,2009,6,0,0,1316809.0
1301,holliry01,Ryan Hollins,SHOOTING_GUARD,31,OKLAHOMA_CITY_THUNDER,5,48,7.2,0.571,0.0,0.0,16.0,9.5,12.8,0.0,0.0,1.7,30.0,9.1,0.0,0.0,0.0,0.04,-4.5,-3.1,-7.6,-0.1,2016,2009,7,0,0,593056.0
1302,holliry01,Ryan Hollins,SHOOTING_GUARD,31,OKLAHOMA_CITY_THUNDER,5,48,7.2,0.571,0.0,0.0,16.0,9.5,12.8,0.0,0.0,1.7,30.0,9.1,0.0,0.0,0.0,0.04,-4.5,-3.1,-7.6,-0.1,2016,2009,7,0,0,176375.0
1303,holliry01,Ryan Hollins,SHOOTING_GUARD,31,OKLAHOMA_CITY_THUNDER,32,412,12.9,0.641,0.0,0.583,10.6,13.6,12.0,3.7,0.7,4.5,18.8,12.1,0.6,0.3,0.9,0.107,-1.7,0.5,-1.2,0.1,2016,2009,7,0,0,593056.0
1304,holliry01,Ryan Hollins,SHOOTING_GUARD,31,OKLAHOMA_CITY_THUNDER,32,412,12.9,0.641,0.0,0.583,10.6,13.6,12.0,3.7,0.7,4.5,18.8,12.1,0.6,0.3,0.9,0.107,-1.7,0.5,-1.2,0.1,2016,2009,7,0,0,176375.0
1305,horfoal01,Al Horford,CENTER,23,BOSTON_CELTICS,81,2845,19.4,0.594,0.001,0.319,9.6,23.3,16.4,10.4,1.1,2.4,11.2,17.6,6.9,3.9,10.9,0.183,1.5,1.9,3.3,3.8,2010,2009,1,Al Horford,1,4307640.0
1306,horfoal01,Al Horford,CENTER,24,CLEVELAND_CAVALIERS,77,2704,20.7,0.587,0.004,0.204,8.2,23.7,16.0,17.5,1.2,2.3,10.6,19.7,6.4,3.7,10.1,0.179,2.0,2.4,4.4,4.4,2011,2009,2,Al Horford,1,5444857.0
1307,horfoal01,Al Horford,POINT_GUARD,25,DETROIT_PISTONS,11,348,19.0,0.585,0.01,0.291,8.8,17.1,13.0,11.7,1.5,3.1,12.1,17.9,0.8,0.6,1.3,0.18,0.5,2.3,2.8,0.4,2012,2009,3,0,0,12000000.0
1308,horfoal01,Al Horford,POINT_GUARD,26,INDIANA_PACERS,74,2756,19.8,0.56,0.006,0.196,8.2,23.0,15.7,15.3,1.5,2.2,11.3,21.8,4.7,4.1,8.8,0.153,0.7,2.4,3.1,3.5,2013,2009,4,0,0,12000000.0
1309,horfoal01,Al Horford,POWER_FORWARD,27,MEMPHIS_GRIZZLIES,29,958,22.0,0.588,0.026,0.202,8.0,21.4,14.8,15.2,1.4,3.6,12.3,24.7,1.5,1.3,2.8,0.141,0.8,2.0,2.8,1.1,2014,2009,5,0,0,12000000.0
1310,horfoal01,Al Horford,POWER_FORWARD,28,NEW_JERSEY_NETS,76,2318,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.179,1.3,2.5,3.8,3.4,2015,2009,6,Al Horford,1,12000000.0
1311,horfoal01,Al Horford,SHOOTING_GUARD,29,OKLAHOMA_CITY_THUNDER,82,2631,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,4.9,4.5,9.4,0.172,1.5,2.6,4.1,4.1,2016,2009,7,Al Horford,1,12000000.0
1312,horfoal01,Al Horford,SMALL_FORWARD,30,PORTLAND_TRAIL_BLAZERS,68,2193,17.7,0.553,0.302,0.169,4.9,18.6,11.8,24.4,1.2,3.2,11.8,19.7,3.6,2.7,6.3,0.138,1.0,2.0,3.1,2.8,2017,2009,8,0,0,26540100.0
1313,horfoal01,Al Horford,SMALL_FORWARD,31,TORONTO_RAPTORS,72,2277,17.6,0.575,0.3,0.159,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4.0,3.8,7.8,0.165,1.1,2.9,4.0,3.5,2018,2009,9,Al Horford,1,27734405.0
1314,houseed01,Eddie House,CENTER,31,BOSTON_CELTICS,50,846,11.9,0.527,0.519,0.124,1.0,8.7,5.0,9.2,1.7,0.7,7.4,20.3,0.4,1.0,1.4,0.081,-0.3,-1.6,-1.9,0.0,2010,2009,1,0,0,2862000.0
1315,houseed01,Eddie House,CENTER,31,BOSTON_CELTICS,18,371,7.3,0.416,0.451,0.09,1.8,10.6,6.1,14.9,1.7,0.0,12.6,19.3,-0.5,0.1,-0.4,-0.047,-3.8,-2.3,-6.1,-0.4,2010,2009,1,0,0,2862000.0
1316,houseed01,Eddie House,CENTER,32,CLEVELAND_CAVALIERS,56,978,11.9,0.535,0.545,0.125,1.2,9.5,5.6,10.0,1.7,0.2,7.9,17.6,1.0,1.2,2.2,0.108,0.2,-1.4,-1.2,0.2,2011,2009,2,0,0,1352181.0
1317,howardw01,Dwight Howard,CENTER,24,BOSTON_CELTICS,82,2843,24.0,0.63,0.008,0.978,12.0,31.3,22.0,8.7,1.4,6.0,18.7,23.9,6.1,7.1,13.2,0.223,0.4,5.0,5.5,5.4,2010,2009,1,Dwight Howard,1,15202590.0
1318,howardw01,Dwight Howard,CENTER,25,CLEVELAND_CAVALIERS,78,2935,26.1,0.616,0.007,0.877,12.6,30.6,21.8,6.8,1.9,4.9,16.2,27.2,6.7,7.7,14.4,0.235,0.9,3.9,4.8,5.0,2011,2009,2,Dwight Howard,1,16647180.0
1319,howardw01,Dwight Howard,POINT_GUARD,26,DETROIT_PISTONS,54,2070,24.2,0.569,0.01,0.788,11.0,33.1,21.9,9.8,2.1,4.4,15.2,26.1,3.3,4.4,7.7,0.179,0.1,3.7,3.8,3.0,2012,2009,3,Dwight Howard,1,18091770.0
1320,howardw01,Dwight Howard,POINT_GUARD,27,INDIANA_PACERS,76,2722,19.4,0.573,0.007,0.887,10.4,27.4,19.1,6.6,1.6,4.9,16.6,22.2,2.8,4.8,7.6,0.134,-1.5,2.8,1.3,2.3,2013,2009,4,Dwight Howard,1,19536360.0
1321,howardw01,Dwight Howard,POWER_FORWARD,28,MEMPHIS_GRIZZLIES,71,2396,21.3,0.6,0.009,0.798,11.4,27.9,20.1,9.3,1.2,4.0,17.5,24.0,4.0,4.1,8.0,0.161,-0.3,2.2,1.9,2.4,2014,2009,5,Dwight Howard,1,20513178.0
1322,howardw01,Dwight Howard,POWER_FORWARD,29,NEW_JERSEY_NETS,41,1223,19.2,0.596,0.005,0.641,10.0,28.9,19.5,7.3,1.1,3.4,17.5,23.3,1.4,2.2,3.6,0.14,-2.4,1.2,-1.2,0.3,2015,2009,6,0,0,21436271.0
1323,howardw01,Dwight Howard,SHOOTING_GUARD,30,OKLAHOMA_CITY_THUNDER,71,2280,18.9,0.604,0.01,0.79,11.4,29.1,20.2,7.0,1.5,4.1,17.0,18.4,3.5,3.1,6.6,0.138,-1.1,1.8,0.6,1.5,2016,2009,7,0,0,22359364.0
1324,howardw01,Dwight Howard,SMALL_FORWARD,31,PORTLAND_TRAIL_BLAZERS,74,2199,20.8,0.627,0.003,0.692,15.0,31.7,23.5,7.8,1.4,3.6,17.5,19.2,3.8,4.5,8.3,0.181,-0.5,2.8,2.3,2.4,2017,2009,8,0,0,23180275.0
1325,howardw01,Dwight Howard,SMALL_FORWARD,32,TORONTO_RAPTORS,81,2463,20.5,0.577,0.008,0.639,11.0,33.8,22.2,7.1,1.0,4.4,15.1,24.2,2.9,3.9,6.8,0.132,-2.0,1.7,-0.3,1.1,2018,2009,9,0,0,23500000.0
1326,howarjo01,Josh Howard,CENTER,29,BOSTON_CELTICS,31,827,12.0,0.492,0.219,0.348,3.6,11.8,7.8,8.5,1.4,0.8,9.8,24.3,0.0,0.8,0.8,0.045,-2.1,-1.4,-3.5,-0.3,2010,2009,1,0,0,10890000.0
1327,howarjo01,Josh Howard,CENTER,29,BOSTON_CELTICS,4,91,19.2,0.529,0.239,0.435,5.0,11.6,8.2,8.2,1.7,1.7,5.2,28.8,0.2,0.1,0.3,0.139,1.3,-3.1,-1.9,0.0,2010,2009,1,0,0,10890000.0
1328,howarjo01,Josh Howard,CENTER,30,CLEVELAND_CAVALIERS,18,409,9.2,0.416,0.179,0.29,4.8,16.2,10.3,9.4,1.6,0.9,9.9,21.9,-0.5,0.3,-0.2,-0.027,-4.1,-1.6,-5.8,-0.4,2011,2009,2,0,0,3000000.0
1329,howarjo01,Josh Howard,POINT_GUARD,31,DETROIT_PISTONS,43,991,10.5,0.461,0.102,0.269,4.5,13.9,9.2,7.9,1.7,0.8,11.6,20.7,-0.2,0.7,0.5,0.025,-2.6,-0.9,-3.4,-0.4,2012,2009,3,0,0,2150000.0
1330,howarjo01,Josh Howard,POINT_GUARD,32,INDIANA_PACERS,11,207,9.5,0.45,0.208,0.156,4.8,15.4,9.9,3.2,2.5,1.1,10.8,20.0,-0.2,0.3,0.0,0.009,-4.6,-0.6,-5.2,-0.2,2013,2009,4,0,0,1229255.0
1331,howarju01,Juwan Howard,CENTER,36,BOSTON_CELTICS,73,1632,10.0,0.538,0.003,0.187,8.1,17.3,12.7,5.9,0.9,0.5,15.1,13.9,1.1,1.6,2.6,0.077,-2.1,0.3,-1.7,0.1,2010,2009,1,0,0,1306455.0
1332,howarju01,Juwan Howard,CENTER,37,CLEVELAND_CAVALIERS,57,592,8.4,0.495,0.0,0.28,7.7,16.3,12.2,5.8,0.9,0.5,15.1,13.1,0.2,0.8,0.9,0.074,-3.8,-0.3,-4.1,-0.3,2011,2009,2,0,0,1352181.0
1333,howarju01,Juwan Howard,POINT_GUARD,38,DETROIT_PISTONS,28,190,3.6,0.354,0.0,0.182,11.8,17.6,14.8,7.8,1.1,0.4,25.2,19.4,-0.6,0.3,-0.3,-0.076,-8.1,-0.8,-8.9,-0.3,2012,2009,3,0,0,1352181.0
1335,hudsole01,Lester Hudson,CENTER,25,BOSTON_CELTICS,16,70,8.7,0.533,0.278,0.333,5.4,8.5,7.0,17.1,2.2,2.3,30.4,19.9,-0.1,0.1,0.0,0.003,-4.7,0.7,-4.1,0.0,2010,2009,1,0,0,199185.0
1336,hudsole01,Lester Hudson,CENTER,25,BOSTON_CELTICS,16,70,8.7,0.533,0.278,0.333,5.4,8.5,7.0,17.1,2.2,2.3,30.4,19.9,-0.1,0.1,0.0,0.003,-4.7,0.7,-4.1,0.0,2010,2009,1,0,0,193802.0
1337,hudsole01,Lester Hudson,CENTER,25,BOSTON_CELTICS,9,61,18.3,0.473,0.314,0.2,7.6,11.5,9.6,14.1,4.2,1.2,11.6,30.9,0.0,0.1,0.1,0.06,0.4,-1.2,-0.9,0.0,2010,2009,1,0,0,199185.0
1338,hudsole01,Lester Hudson,CENTER,25,BOSTON_CELTICS,9,61,18.3,0.473,0.314,0.2,7.6,11.5,9.6,14.1,4.2,1.2,11.6,30.9,0.0,0.1,0.1,0.06,0.4,-1.2,-0.9,0.0,2010,2009,1,0,0,193802.0
1339,hudsole01,Lester Hudson,CENTER,26,CLEVELAND_CAVALIERS,11,73,6.0,0.349,0.625,0.167,1.5,6.5,3.9,34.1,2.8,1.0,21.4,19.8,-0.2,0.0,-0.1,-0.082,-4.2,-3.4,-7.6,-0.1,2011,2009,2,0,0,192791.0
1342,hudsole01,Lester Hudson,POWER_FORWARD,30,NEW_JERSEY_NETS,5,56,16.0,0.571,0.429,0.286,2.1,13.8,8.0,12.6,5.4,1.5,16.0,15.1,0.1,0.1,0.2,0.141,0.0,3.3,3.3,0.1,2015,2009,6,0,0,55774.0
1343,hughela01,Larry Hughes,CENTER,31,BOSTON_CELTICS,31,820,12.3,0.473,0.348,0.283,2.2,13.3,7.6,20.1,2.5,1.0,15.1,20.4,-0.2,0.6,0.4,0.023,-2.0,-0.2,-2.2,0.0,2010,2009,1,0,0,13655268.0
1344,hughela01,Larry Hughes,CENTER,31,BOSTON_CELTICS,14,295,11.1,0.467,0.393,0.318,2.9,10.0,6.5,15.8,2.2,1.1,13.5,22.2,-0.1,0.4,0.3,0.051,-2.1,-0.2,-2.3,0.0,2010,2009,1,0,0,13655268.0
1345,hughela01,Larry Hughes,POINT_GUARD,33,DETROIT_PISTONS,9,114,-4.8,0.262,0.318,0.091,1.0,4.1,2.5,9.2,0.9,0.0,34.4,14.3,-0.5,0.0,-0.5,-0.193,-10.2,-1.2,-11.4,-0.3,2012,2009,3,0,0,414443.0
1346,humphkr01,Kris Humphries,CENTER,24,BOSTON_CELTICS,25,315,14.8,0.487,0.0,0.383,14.0,20.5,17.3,3.6,1.2,2.6,8.8,21.5,0.2,0.4,0.6,0.097,-3.3,-1.2,-4.5,-0.2,2010,2009,1,0,0,3200000.0
1347,humphkr01,Kris Humphries,CENTER,24,BOSTON_CELTICS,44,906,15.1,0.498,0.003,0.498,10.0,26.7,18.0,4.8,1.7,3.0,12.9,20.8,0.1,1.1,1.3,0.066,-4.4,-0.2,-4.6,-0.6,2010,2009,1,0,0,3200000.0
1348,humphkr01,Kris Humphries,CENTER,25,CLEVELAND_CAVALIERS,74,2061,17.8,0.555,0.002,0.328,12.5,32.2,22.1,7.0,0.9,3.0,13.4,17.3,2.7,2.7,5.4,0.125,-1.5,1.5,0.0,1.0,2011,2009,2,0,0,3200000.0
1349,humphkr01,Kris Humphries,POINT_GUARD,26,DETROIT_PISTONS,62,2162,17.9,0.539,0.0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13.0,19.3,3.6,1.7,5.3,0.118,-0.6,0.4,-0.2,1.0,2012,2009,3,0,0,8000000.0
1350,humphkr01,Kris Humphries,POINT_GUARD,27,INDIANA_PACERS,65,1191,13.6,0.515,0.006,0.397,12.4,23.9,18.1,4.3,0.7,2.1,13.5,16.3,1.4,1.3,2.7,0.109,-2.5,-0.2,-2.7,-0.2,2013,2009,4,0,0,12000000.0
1351,humphkr01,Kris Humphries,POWER_FORWARD,28,MEMPHIS_GRIZZLIES,69,1376,18.2,0.552,0.004,0.312,10.2,24.0,16.9,8.2,1.2,3.4,10.9,19.0,2.3,1.8,4.1,0.143,-1.2,1.2,0.0,0.7,2014,2009,5,0,0,12000000.0
