,combos,R2,R2_adj,RMSE
25279,"['team', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.333,0.328,1.161
13263,"['positions', 'true_shooting_percentage', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.332,0.331,1.161
12534,"['positions', 'player_efficiency_rating', 'steal_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.333,0.331,1.161
3072,"['age', 'team', 'defensive_rebound_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.332,0.327,1.161
3942,"['team', 'true_shooting_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.333,0.328,1.161
5096,"['positions', 'age', 'team', 'defensive_rebound_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.333,0.327,1.161
15410,"['positions', 'offensive_rebound_percentage', 'total_rebound_percentage', 'offensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.332,0.331,1.161
27904,"['team', 'turnover_percentage', 'usage_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.332,0.327,1.161
12551,"['positions', 'player_efficiency_rating', 'block_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.331,1.161
4101,"['team', 'three_point_attempt_rate', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.333,0.328,1.161
15319,"['positions', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.333,0.331,1.161
14079,"['positions', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.333,0.332,1.161
27567,"['team', 'steal_percentage', 'turnover_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.332,0.327,1.161
19173,"['age', 'team', 'block_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.332,0.327,1.161
23947,"['team', 'true_shooting_percentage', 'total_rebound_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.333,0.328,1.161
24790,"['team', 'three_point_attempt_rate', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.332,0.327,1.161
23923,"['team', 'true_shooting_percentage', 'total_rebound_percentage', 'block_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.333,0.328,1.161
23481,"['team', 'true_shooting_percentage', 'three_point_attempt_rate', 'turnover_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.332,0.327,1.161
8220,"['positions', 'team', 'defensive_rebound_percentage', 'steal_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.333,0.327,1.161
16989,"['positions', 'steal_percentage', 'usage_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.329,1.162
14445,"['positions', 'three_point_attempt_rate', 'usage_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.329,1.162
5135,"['positions', 'age', 'team', 'steal_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.325,1.162
16984,"['positions', 'steal_percentage', 'turnover_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.331,0.33,1.162
27519,"['team', 'steal_percentage', 'block_percentage', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
26564,"['team', 'defensive_rebound_percentage', 'assist_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.326,1.162
27358,"['team', 'assist_percentage', 'turnover_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
25914,"['team', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
26647,"['team', 'defensive_rebound_percentage', 'block_percentage', 'turnover_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
27743,"['team', 'block_percentage', 'turnover_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
16664,"['positions', 'assist_percentage', 'steal_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.331,0.33,1.162
18867,"['age', 'team', 'defensive_rebound_percentage', 'turnover_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
26153,"['team', 'offensive_rebound_percentage', 'steal_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
7743,"['positions', 'team', 'true_shooting_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.325,1.162
16122,"['positions', 'defensive_rebound_percentage', 'usage_percentage', 'offensive_win_shares', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.329,1.162
1642,"['positions', 'player_efficiency_rating', 'free_throw_attempt_rate', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.33,1.162
24961,"['team', 'three_point_attempt_rate', 'block_percentage', 'usage_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.326,1.162
14528,"['positions', 'three_point_attempt_rate', 'win_shares_per_48_minutes', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.33,1.162
26630,"['team', 'defensive_rebound_percentage', 'steal_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
6753,"['positions', 'age', 'steal_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.332,0.33,1.162
27737,"['team', 'block_percentage', 'turnover_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
15840,"['positions', 'defensive_rebound_percentage', 'total_rebound_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.33,1.162
24989,"['team', 'three_point_attempt_rate', 'block_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.332,0.327,1.162
24123,"['team', 'true_shooting_percentage', 'steal_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
25829,"['team', 'free_throw_attempt_rate', 'win_shares_per_48_minutes', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
14477,"['positions', 'three_point_attempt_rate', 'offensive_win_shares', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.33,1.162
18857,"['age', 'team', 'defensive_rebound_percentage', 'block_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
27507,"['team', 'assist_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.331,0.326,1.162
18875,"['age', 'team', 'defensive_rebound_percentage', 'usage_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
5170,"['positions', 'age', 'team', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.332,0.326,1.162
3070,"['age', 'team', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
27602,"['team', 'steal_percentage', 'turnover_percentage', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
27247,"['team', 'assist_percentage', 'steal_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.326,1.162
26882,"['team', 'total_rebound_percentage', 'assist_percentage', 'block_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
23506,"['team', 'true_shooting_percentage', 'three_point_attempt_rate', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.331,0.326,1.162
23505,"['team', 'true_shooting_percentage', 'three_point_attempt_rate', 'offensive_win_shares', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.326,1.162
24906,"['team', 'three_point_attempt_rate', 'steal_percentage', 'usage_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
23494,"['team', 'true_shooting_percentage', 'three_point_attempt_rate', 'usage_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
6886,"['positions', 'age', 'usage_percentage', 'defensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.33,1.162
26892,"['team', 'total_rebound_percentage', 'assist_percentage', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
1087,"['positions', 'team', 'steal_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.325,1.162
12876,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.33,1.162
26851,"['team', 'defensive_rebound_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.332,0.326,1.162
4697,"['team', 'steal_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
4721,"['team', 'steal_percentage', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
4722,"['team', 'steal_percentage', 'offensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
4723,"['team', 'steal_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
4686,"['team', 'steal_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.326,1.162
4725,"['team', 'steal_percentage', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
22867,"['team', 'player_efficiency_rating', 'defensive_rebound_percentage', 'block_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
4673,"['team', 'steal_percentage', 'block_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
18515,"['age', 'team', 'three_point_attempt_rate', 'usage_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
12642,"['positions', 'player_efficiency_rating', 'usage_percentage', 'offensive_win_shares', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.329,1.162
12639,"['positions', 'player_efficiency_rating', 'usage_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.33,1.162
26966,"['team', 'total_rebound_percentage', 'steal_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.327,1.162
26087,"['team', 'offensive_rebound_percentage', 'assist_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
15905,"['positions', 'defensive_rebound_percentage', 'assist_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.33,1.162
1111,"['positions', 'team', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.326,1.162
2470,"['positions', 'defensive_rebound_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.331,0.33,1.162
4620,"['team', 'assist_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.326,1.162
4631,"['team', 'assist_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
26911,"['team', 'total_rebound_percentage', 'assist_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.331,0.326,1.162
18592,"['age', 'team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.326,1.162
27339,"['team', 'assist_percentage', 'block_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
23641,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_win_shares', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.326,1.162
1122,"['positions', 'team', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.325,1.162
3701,"['team', 'player_efficiency_rating', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
27578,"['team', 'steal_percentage', 'turnover_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
22877,"['team', 'player_efficiency_rating', 'defensive_rebound_percentage', 'turnover_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
16039,"['positions', 'defensive_rebound_percentage', 'block_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.329,1.162
13990,"['positions', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'total_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.33,1.162
18369,"['age', 'team', 'true_shooting_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
16939,"['positions', 'steal_percentage', 'block_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.332,0.331,1.162
26129,"['team', 'offensive_rebound_percentage', 'steal_percentage', 'block_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
26730,"['team', 'defensive_rebound_percentage', 'turnover_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
4883,"['team', 'offensive_win_shares', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.327,1.162
16582,"['positions', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.329,1.162
15383,"['positions', 'offensive_rebound_percentage', 'total_rebound_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.33,1.162
27619,"['team', 'steal_percentage', 'usage_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.331,0.326,1.162
24152,"['team', 'true_shooting_percentage', 'block_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
24148,"['team', 'true_shooting_percentage', 'block_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
15385,"['positions', 'offensive_rebound_percentage', 'total_rebound_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.329,1.162
27769,"['team', 'block_percentage', 'turnover_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.326,1.162
24474,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
4838,"['team', 'usage_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.331,0.326,1.162
4436,"['team', 'defensive_rebound_percentage', 'block_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
18778,"['age', 'team', 'offensive_rebound_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
4752,"['team', 'block_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
2705,"['positions', 'steal_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.331,0.33,1.162
11642,"['positions', 'player_efficiency_rating', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.33,1.162
4446,"['team', 'defensive_rebound_percentage', 'turnover_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
14343,"['positions', 'three_point_attempt_rate', 'block_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.33,1.162
16009,"['positions', 'defensive_rebound_percentage', 'steal_percentage', 'offensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.331,0.33,1.162
1046,"['positions', 'team', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.326,1.162
4778,"['team', 'block_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
12491,"['positions', 'player_efficiency_rating', 'steal_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.332,0.33,1.162
27809,"['team', 'block_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.332,0.326,1.162
27603,"['team', 'steal_percentage', 'turnover_percentage', 'offensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
7966,"['positions', 'team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.325,1.162
27604,"['team', 'steal_percentage', 'turnover_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.326,1.162
27606,"['team', 'steal_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
24178,"['team', 'true_shooting_percentage', 'block_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
13948,"['positions', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.33,1.162
24097,"['team', 'true_shooting_percentage', 'steal_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
25429,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'turnover_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.332,0.327,1.162
14540,"['positions', 'three_point_attempt_rate', 'box_plus_minus', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.332,0.33,1.162
19052,"['age', 'team', 'assist_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.332,0.326,1.162
25553,"['team', 'free_throw_attempt_rate', 'assist_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
6513,"['positions', 'age', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.331,0.329,1.162
11895,"['positions', 'player_efficiency_rating', 'three_point_attempt_rate', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.33,1.162
8492,"['positions', 'team', 'steal_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
8117,"['positions', 'team', 'offensive_rebound_percentage', 'steal_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.325,1.162
22427,"['team', 'player_efficiency_rating', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
13316,"['positions', 'true_shooting_percentage', 'total_rebound_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.33,1.162
25034,"['team', 'three_point_attempt_rate', 'turnover_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.332,0.327,1.162
27131,"['team', 'total_rebound_percentage', 'usage_percentage', 'win_shares_per_48_minutes', 'allstar', 'exp', 'exp^2']",0.331,0.326,1.162
19146,"['age', 'team', 'steal_percentage', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
26208,"['team', 'offensive_rebound_percentage', 'block_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
25402,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.332,0.327,1.162
23753,"['team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
19143,"['age', 'team', 'steal_percentage', 'offensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
12042,"['positions', 'player_efficiency_rating', 'free_throw_attempt_rate', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.33,1.162
517,"['team', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
12043,"['positions', 'player_efficiency_rating', 'free_throw_attempt_rate', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.33,1.162
26234,"['team', 'offensive_rebound_percentage', 'block_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.326,1.162
8516,"['positions', 'team', 'steal_percentage', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.326,1.162
19144,"['age', 'team', 'steal_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.327,1.162
26339,"['team', 'offensive_rebound_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.327,1.162
8633,"['positions', 'team', 'usage_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.332,0.326,1.162
19118,"['age', 'team', 'steal_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.332,0.326,1.162
14288,"['positions', 'three_point_attempt_rate', 'steal_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.33,1.162
8468,"['positions', 'team', 'steal_percentage', 'block_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.332,0.326,1.162
15559,"['positions', 'offensive_rebound_percentage', 'steal_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.331,0.33,1.162
582,"['team', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.326,1.162
16432,"['positions', 'total_rebound_percentage', 'block_percentage', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.329,1.162
8426,"['positions', 'team', 'assist_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
18122,"['age', 'team', 'player_efficiency_rating', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.326,1.162
27258,"['team', 'assist_percentage', 'steal_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.332,0.326,1.162
12012,"['positions', 'player_efficiency_rating', 'free_throw_attempt_rate', 'block_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.332,0.33,1.162
11947,"['positions', 'player_efficiency_rating', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.33,1.162
8478,"['positions', 'team', 'steal_percentage', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.325,1.162
26460,"['team', 'defensive_rebound_percentage', 'total_rebound_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
8152,"['positions', 'team', 'offensive_rebound_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.325,1.162
8231,"['positions', 'team', 'defensive_rebound_percentage', 'block_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.326,1.162
12022,"['positions', 'player_efficiency_rating', 'free_throw_attempt_rate', 'turnover_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.33,1.162
19218,"['age', 'team', 'turnover_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
8481,"['positions', 'team', 'steal_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.332,0.326,1.162
8241,"['positions', 'team', 'defensive_rebound_percentage', 'turnover_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.326,1.162
27399,"['team', 'assist_percentage', 'usage_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.332,0.327,1.162
12299,"['positions', 'player_efficiency_rating', 'defensive_rebound_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.332,0.33,1.162
8486,"['positions', 'team', 'steal_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
8517,"['positions', 'team', 'steal_percentage', 'offensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
3146,"['age', 'team', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
19142,"['age', 'team', 'steal_percentage', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
13871,"['positions', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.33,1.162
13885,"['positions', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'total_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.33,1.162
22608,"['team', 'player_efficiency_rating', 'free_throw_attempt_rate', 'total_rebound_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
27722,"['team', 'steal_percentage', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
22818,"['team', 'player_efficiency_rating', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.331,0.326,1.162
15294,"['positions', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.33,1.162
26177,"['team', 'offensive_rebound_percentage', 'steal_percentage', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
19094,"['age', 'team', 'steal_percentage', 'block_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
25454,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.332,0.326,1.162
23026,"['team', 'player_efficiency_rating', 'assist_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
17411,"['positions', 'usage_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.329,1.162
13268,"['positions', 'true_shooting_percentage', 'defensive_rebound_percentage', 'box_plus_minus', 'allstar', 'exp', 'exp^2']",0.332,0.33,1.162
25453,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'offensive_win_shares', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.326,1.162
27533,"['team', 'steal_percentage', 'block_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.332,0.326,1.162
8573,"['positions', 'team', 'block_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.326,1.162
