,combos,R2,R2_adj,RMSE
8547,"['positions', 'team', 'block_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.332,0.326,1.162
24093,"['team', 'true_shooting_percentage', 'steal_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.326,1.162
18921,"['age', 'team', 'total_rebound_percentage', 'assist_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.326,1.162
27879,"['team', 'block_percentage', 'win_shares_per_48_minutes', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.326,1.162
11989,"['positions', 'player_efficiency_rating', 'free_throw_attempt_rate', 'assist_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.33,1.162
13465,"['positions', 'true_shooting_percentage', 'steal_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.33,1.162
519,"['team', 'defensive_rebound_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.332,0.327,1.162
25425,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'block_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
25477,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
26181,"['team', 'offensive_rebound_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
25474,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'offensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.332,0.326,1.162
24031,"['team', 'true_shooting_percentage', 'assist_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.326,1.162
26178,"['team', 'offensive_rebound_percentage', 'steal_percentage', 'offensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
25473,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.332,0.326,1.162
8520,"['positions', 'team', 'steal_percentage', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
5735,"['positions', 'age', 'player_efficiency_rating', 'total_rebound_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.33,1.162
23148,"['team', 'player_efficiency_rating', 'steal_percentage', 'win_shares_per_48_minutes', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.326,1.162
27714,"['team', 'steal_percentage', 'win_shares_per_48_minutes', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.332,0.327,1.162
25470,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.332,0.326,1.162
11969,"['positions', 'player_efficiency_rating', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.33,1.162
8592,"['positions', 'team', 'turnover_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.325,1.162
15220,"['positions', 'free_throw_attempt_rate', 'box_plus_minus', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.33,0.328,1.163
13528,"['positions', 'true_shooting_percentage', 'block_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.331,0.329,1.163
12546,"['positions', 'player_efficiency_rating', 'block_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.329,1.163
24674,"['team', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
27076,"['team', 'total_rebound_percentage', 'turnover_percentage', 'offensive_win_shares', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
4691,"['team', 'steal_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
24201,"['team', 'true_shooting_percentage', 'turnover_percentage', 'offensive_win_shares', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
26777,"['team', 'defensive_rebound_percentage', 'usage_percentage', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.33,0.325,1.163
7632,"['positions', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.324,1.163
16596,"['positions', 'total_rebound_percentage', 'defensive_box_plus_minus', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.329,1.163
7615,"['positions', 'team', 'true_shooting_percentage', 'three_point_attempt_rate', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.324,1.163
22596,"['team', 'player_efficiency_rating', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.331,0.325,1.163
24202,"['team', 'true_shooting_percentage', 'turnover_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.33,0.325,1.163
4458,"['team', 'defensive_rebound_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
26005,"['team', 'offensive_rebound_percentage', 'total_rebound_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
18684,"['age', 'team', 'free_throw_attempt_rate', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
26534,"['team', 'defensive_rebound_percentage', 'assist_percentage', 'usage_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.33,0.325,1.163
24197,"['team', 'true_shooting_percentage', 'turnover_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.325,1.163
14418,"['positions', 'three_point_attempt_rate', 'turnover_percentage', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.328,1.163
14734,"['positions', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.329,1.163
26865,"['team', 'total_rebound_percentage', 'assist_percentage', 'steal_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.325,1.163
23617,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'turnover_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.325,1.163
25471,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
16634,"['positions', 'assist_percentage', 'steal_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.329,1.163
8279,"['positions', 'team', 'defensive_rebound_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.324,1.163
28217,"['team', 'win_shares_per_48_minutes', 'offensive_box_plus_minus', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.33,0.325,1.163
2427,"['positions', 'defensive_rebound_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.329,1.163
15916,"['positions', 'defensive_rebound_percentage', 'assist_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.331,0.329,1.163
23884,"['team', 'true_shooting_percentage', 'defensive_rebound_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
26930,"['team', 'total_rebound_percentage', 'assist_percentage', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
26931,"['team', 'total_rebound_percentage', 'assist_percentage', 'offensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
14373,"['positions', 'three_point_attempt_rate', 'block_percentage', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.329,1.163
14388,"['positions', 'three_point_attempt_rate', 'turnover_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.329,1.163
15943,"['positions', 'defensive_rebound_percentage', 'assist_percentage', 'offensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.331,0.329,1.163
12643,"['positions', 'player_efficiency_rating', 'usage_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.33,0.329,1.163
1742,"['positions', 'player_efficiency_rating', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.328,1.163
13665,"['positions', 'true_shooting_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.33,0.329,1.163
4574,"['team', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
15918,"['positions', 'defensive_rebound_percentage', 'assist_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.329,1.163
28012,"['team', 'turnover_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.33,0.325,1.163
12668,"['positions', 'player_efficiency_rating', 'usage_percentage', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.33,0.329,1.163
12073,"['positions', 'player_efficiency_rating', 'free_throw_attempt_rate', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.329,1.163
8295,"['positions', 'team', 'total_rebound_percentage', 'assist_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.325,1.163
26934,"['team', 'total_rebound_percentage', 'assist_percentage', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
4683,"['team', 'steal_percentage', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
25419,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'block_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.325,1.163
25408,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'steal_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.325,1.163
12008,"['positions', 'player_efficiency_rating', 'free_throw_attempt_rate', 'steal_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.329,1.163
22525,"['team', 'player_efficiency_rating', 'three_point_attempt_rate', 'usage_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
26876,"['team', 'total_rebound_percentage', 'assist_percentage', 'block_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.325,1.163
24266,"['team', 'true_shooting_percentage', 'usage_percentage', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.33,0.325,1.163
14222,"['positions', 'three_point_attempt_rate', 'assist_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.329,1.163
6156,"['positions', 'age', 'three_point_attempt_rate', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.328,1.163
27068,"['team', 'total_rebound_percentage', 'turnover_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
16367,"['positions', 'total_rebound_percentage', 'steal_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.328,1.163
17182,"['positions', 'block_percentage', 'usage_percentage', 'defensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.329,1.163
12151,"['positions', 'player_efficiency_rating', 'offensive_rebound_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.328,1.163
558,"['team', 'steal_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
8369,"['positions', 'team', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
23542,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.325,1.163
5974,"['positions', 'age', 'true_shooting_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.329,1.163
26910,"['team', 'total_rebound_percentage', 'assist_percentage', 'offensive_win_shares', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
8253,"['positions', 'team', 'defensive_rebound_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.325,1.163
24594,"['team', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.325,1.163
13608,"['positions', 'true_shooting_percentage', 'usage_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.328,1.163
14041,"['positions', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.329,1.163
12591,"['positions', 'player_efficiency_rating', 'turnover_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.329,1.163
14697,"['positions', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'steal_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.331,0.329,1.163
4500,"['team', 'total_rebound_percentage', 'assist_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.325,1.163
15971,"['positions', 'defensive_rebound_percentage', 'steal_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.329,1.163
23663,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
22885,"['team', 'player_efficiency_rating', 'defensive_rebound_percentage', 'usage_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.33,0.325,1.163
19104,"['age', 'team', 'steal_percentage', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
16084,"['positions', 'defensive_rebound_percentage', 'turnover_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.329,1.163
25150,"['team', 'three_point_attempt_rate', 'win_shares_per_48_minutes', 'offensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.33,0.325,1.163
16954,"['positions', 'steal_percentage', 'turnover_percentage', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.329,1.163
14532,"['positions', 'three_point_attempt_rate', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.329,1.163
26604,"['team', 'defensive_rebound_percentage', 'steal_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.325,1.163
24393,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'total_rebound_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
24387,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'total_rebound_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.331,0.326,1.163
12294,"['positions', 'player_efficiency_rating', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.33,0.329,1.163
4263,"['team', 'free_throw_attempt_rate', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
14169,"['positions', 'three_point_attempt_rate', 'total_rebound_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.329,1.163
26139,"['team', 'offensive_rebound_percentage', 'steal_percentage', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
18804,"['age', 'team', 'offensive_rebound_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
24364,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
6566,"['positions', 'age', 'total_rebound_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.328,1.163
19367,"['age', 'team', 'offensive_box_plus_minus', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.331,0.325,1.163
18258,"['age', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.325,1.163
14534,"['positions', 'three_point_attempt_rate', 'offensive_box_plus_minus', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.329,1.163
18954,"['age', 'team', 'total_rebound_percentage', 'turnover_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.325,1.163
26659,"['team', 'defensive_rebound_percentage', 'block_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
12425,"['positions', 'player_efficiency_rating', 'assist_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.329,1.163
11907,"['positions', 'player_efficiency_rating', 'three_point_attempt_rate', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.33,0.329,1.163
8058,"['positions', 'team', 'free_throw_attempt_rate', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.331,0.325,1.163
3948,"['team', 'true_shooting_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.33,0.325,1.163
11742,"['positions', 'player_efficiency_rating', 'true_shooting_percentage', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.328,1.163
24429,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'block_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.33,0.325,1.163
7739,"['positions', 'team', 'true_shooting_percentage', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.33,0.325,1.163
24716,"['team', 'three_point_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.33,0.325,1.163
16123,"['positions', 'defensive_rebound_percentage', 'usage_percentage', 'offensive_win_shares', 'allstar', 'exp', 'exp^2']",0.331,0.329,1.163
